"ISO","year","mean_value","median_value","sd_value","min_value","max_value","count"
"BOL",2005,0,0,NA,0,0,1
"BOL",2006,0,0,NA,0,0,1
"BOL",2007,0,0,NA,0,0,1
"BOL",2008,0,0,NA,0,0,1
"BOL",2009,0,0,NA,0,0,1
"BOL",2010,0,0,NA,0,0,1
"BOL",2011,0,0,NA,0,0,1
"BOL",2012,0,0,NA,0,0,1
"BOL",2013,0,0,NA,0,0,1
"BOL",2014,0,0,NA,0,0,1
"BOL",2015,0,0,NA,0,0,1
"BOL",2016,0,0,NA,0,0,1
"BOL",2017,0,0,NA,0,0,1
"BOL",2018,0,0,NA,0,0,1
"BOL",2019,0,0,NA,0,0,1
"BRB",2000,0,0,NA,0,0,1
"BRB",2001,0,0,NA,0,0,1
"BRB",2002,0,0,NA,0,0,1
"BRB",2003,0,0,NA,0,0,1
"BRB",2004,0,0,NA,0,0,1
"BRB",2005,0,0,NA,0,0,1
"BRB",2006,0,0,NA,0,0,1
"BRB",2007,0,0,NA,0,0,1
"BRB",2008,0,0,NA,0,0,1
"BRB",2009,0,0,NA,0,0,1
"BRB",2010,0,0,NA,0,0,1
"BRB",2011,0,0,NA,0,0,1
"BRB",2012,0,0,NA,0,0,1
"BRB",2013,0,0,NA,0,0,1
"BRB",2014,0,0,NA,0,0,1
"BRB",2015,0,0,NA,0,0,1
"BRB",2016,0,0,NA,0,0,1
"BRB",2017,0,0,NA,0,0,1
"BRB",2018,0,0,NA,0,0,1
"BRB",2019,0,0,NA,0,0,1
"BRN",2000,0,0,NA,0,0,1
"BRN",2001,0,0,NA,0,0,1
"BRN",2002,0,0,NA,0,0,1
"BRN",2003,0,0,NA,0,0,1
"BRN",2004,0,0,NA,0,0,1
"BRN",2005,0,0,NA,0,0,1
"BRN",2006,0,0,NA,0,0,1
"BRN",2007,0,0,NA,0,0,1
"BRN",2008,0,0,NA,0,0,1
"BRN",2009,0,0,NA,0,0,1
"BRN",2010,0,0,NA,0,0,1
"BRN",2011,0,0,NA,0,0,1
"BRN",2012,0,0,NA,0,0,1
"BRN",2013,0,0,NA,0,0,1
"BRN",2014,0,0,NA,0,0,1
"BRN",2015,0,0,NA,0,0,1
"BRN",2016,0,0,NA,0,0,1
"BRN",2017,0,0,NA,0,0,1
"BRN",2018,0,0,NA,0,0,1
"BRN",2019,0,0,NA,0,0,1
"BTN",2000,0,0,NA,0,0,1
"BTN",2001,0,0,NA,0,0,1
"BTN",2002,0,0,NA,0,0,1
"BTN",2003,0,0,NA,0,0,1
"BTN",2004,0,0,NA,0,0,1
"BTN",2005,0,0,NA,0,0,1
"BTN",2006,0,0,NA,0,0,1
"BTN",2007,0,0,NA,0,0,1
"BTN",2008,0,0,NA,0,0,1
"BTN",2009,0,0,NA,0,0,1
"BTN",2010,0,0,NA,0,0,1
"BTN",2011,0,0,NA,0,0,1
"BTN",2012,0,0,NA,0,0,1
"BTN",2013,0,0,NA,0,0,1
"BTN",2014,0,0,NA,0,0,1
"BTN",2015,0,0,NA,0,0,1
"BTN",2016,0,0,NA,0,0,1
"BTN",2017,0,0,NA,0,0,1
"BTN",2018,0,0,NA,0,0,1
"BTN",2019,0,0,NA,0,0,1
"BWA",2000,0,0,NA,0,0,1
"BWA",2001,0,0,NA,0,0,1
"BWA",2002,0,0,NA,0,0,1
"BWA",2003,0,0,NA,0,0,1
"BWA",2004,0,0,NA,0,0,1
"BWA",2005,0,0,NA,0,0,1
"BWA",2006,0,0,NA,0,0,1
"BWA",2007,0,0,NA,0,0,1
"BWA",2008,0,0,NA,0,0,1
"BWA",2009,0,0,NA,0,0,1
"BWA",2010,0,0,NA,0,0,1
"BWA",2011,0,0,NA,0,0,1
"BWA",2012,0,0,NA,0,0,1
"BWA",2013,0,0,NA,0,0,1
"BWA",2014,0,0,NA,0,0,1
"BWA",2015,0,0,NA,0,0,1
"BWA",2016,0,0,NA,0,0,1
"BWA",2017,0,0,NA,0,0,1
"BWA",2018,0,0,NA,0,0,1
"BWA",2019,0,0,NA,0,0,1
"CAN",2003,0,0,NA,0,0,1
"CAN",2004,0,0,NA,0,0,1
"CAN",2005,0,0,NA,0,0,1
"CAN",2006,0,0,NA,0,0,1
"CAN",2007,0,0,NA,0,0,1
"CAN",2008,0,0,NA,0,0,1
"CAN",2009,0,0,NA,0,0,1
"CAN",2010,0,0,NA,0,0,1
"CAN",2011,0,0,NA,0,0,1
"CAN",2012,0,0,NA,0,0,1
"CAN",2013,0,0,NA,0,0,1
"CAN",2014,0,0,NA,0,0,1
"CAN",2015,0,0,NA,0,0,1
"CAN",2016,0,0,NA,0,0,1
"CAN",2017,0,0,NA,0,0,1
"CAN",2018,0,0,NA,0,0,1
"CAN",2019,0,0,NA,0,0,1
"CHE",2000,0,0,NA,0,0,1
"CHE",2001,0,0,NA,0,0,1
"CHE",2002,0,0,NA,0,0,1
"CHE",2003,0,0,NA,0,0,1
"CHE",2004,0,0,NA,0,0,1
"CHE",2005,0,0,NA,0,0,1
"CHE",2006,0,0,NA,0,0,1
"CHE",2007,0,0,NA,0,0,1
"CHE",2008,0,0,NA,0,0,1
"CHE",2009,0,0,NA,0,0,1
"CHE",2010,0,0,NA,0,0,1
"CHE",2011,0,0,NA,0,0,1
"CHE",2012,0,0,NA,0,0,1
"CHE",2013,0,0,NA,0,0,1
"CHE",2014,0,0,NA,0,0,1
"CHE",2015,0,0,NA,0,0,1
"CHE",2016,0,0,NA,0,0,1
"CHE",2017,0,0,NA,0,0,1
"CHE",2018,0,0,NA,0,0,1
"CHE",2019,0,0,NA,0,0,1
"CHL",2000,0,0,NA,0,0,1
"CHL",2001,0,0,NA,0,0,1
"CHL",2002,0,0,NA,0,0,1
"CHL",2003,0,0,NA,0,0,1
"CHL",2004,0,0,NA,0,0,1
"CHL",2005,0,0,NA,0,0,1
"CHL",2006,0,0,NA,0,0,1
"CHL",2007,0,0,NA,0,0,1
"CHL",2008,0,0,NA,0,0,1
"CHL",2009,0,0,NA,0,0,1
"CHL",2010,0,0,NA,0,0,1
"CHL",2011,0,0,NA,0,0,1
"CHL",2012,0,0,NA,0,0,1
"CHL",2013,0,0,NA,0,0,1
"CHL",2014,0,0,NA,0,0,1
"CHL",2015,0,0,NA,0,0,1
"CHL",2016,0,0,NA,0,0,1
"CHL",2017,0,0,NA,0,0,1
"CHL",2018,0,0,NA,0,0,1
"CHL",2019,0,0,NA,0,0,1
"CHN",2000,0,0,NA,0,0,1
"CHN",2001,0,0,NA,0,0,1
"CHN",2002,0,0,NA,0,0,1
"CHN",2003,0,0,NA,0,0,1
"CHN",2004,0,0,NA,0,0,1
"CHN",2005,0,0,NA,0,0,1
"CHN",2007,0,0,NA,0,0,1
"CHN",2008,0,0,NA,0,0,1
"CHN",2011,0,0,NA,0,0,1
"CHN",2012,0,0,NA,0,0,1
"CHN",2013,0,0,NA,0,0,1
"CHN",2014,0,0,NA,0,0,1
"CHN",2015,0,0,NA,0,0,1
"CHN",2017,0,0,NA,0,0,1
"CHN",2019,0,0,NA,0,0,1
"CIV",2000,0,0,NA,0,0,1
"CIV",2015,0,0,NA,0,0,1
"CIV",2016,0,0,NA,0,0,1
"CIV",2018,0,0,NA,0,0,1
"CIV",2019,0,0,NA,0,0,1
"CMR",2000,0,0,NA,0,0,1
"CMR",2002,0,0,NA,0,0,1
"CMR",2003,0,0,NA,0,0,1
"CMR",2004,0,0,NA,0,0,1
"CMR",2005,0,0,NA,0,0,1
"CMR",2006,0,0,NA,0,0,1
"CMR",2007,0,0,NA,0,0,1
"CMR",2008,0,0,NA,0,0,1
"CMR",2009,0,0,NA,0,0,1
"CMR",2010,0,0,NA,0,0,1
"CMR",2011,0,0,NA,0,0,1
"CMR",2012,0,0,NA,0,0,1
"CMR",2013,0,0,NA,0,0,1
"COG",2001,0,0,NA,0,0,1
"COG",2005,0,0,NA,0,0,1
"COG",2007,0,0,NA,0,0,1
"COG",2010,0,0,NA,0,0,1
"COG",2011,0,0,NA,0,0,1
"COG",2014,0,0,NA,0,0,1
"COG",2015,0,0,NA,0,0,1
"COG",2016,0,0,NA,0,0,1
"COG",2019,0,0,NA,0,0,1
"COM",2000,0,0,NA,0,0,1
"COM",2001,0,0,NA,0,0,1
"COM",2002,0,0,NA,0,0,1
"COM",2003,0,0,NA,0,0,1
"COM",2004,0,0,NA,0,0,1
"COM",2005,0,0,NA,0,0,1
"COM",2006,0,0,NA,0,0,1
"COM",2007,0,0,NA,0,0,1
"COM",2008,0,0,NA,0,0,1
"COM",2009,0,0,NA,0,0,1
"COM",2010,0,0,NA,0,0,1
"COM",2011,0,0,NA,0,0,1
"COM",2012,0,0,NA,0,0,1
"COM",2013,0,0,NA,0,0,1
"COM",2014,0,0,NA,0,0,1
"COM",2015,0,0,NA,0,0,1
"COM",2016,0,0,NA,0,0,1
"COM",2017,0,0,NA,0,0,1
"COM",2018,0,0,NA,0,0,1
"COM",2019,0,0,NA,0,0,1
"CPV",2000,0,0,NA,0,0,1
"CPV",2001,0,0,NA,0,0,1
"CPV",2002,0,0,NA,0,0,1
"CPV",2003,0,0,NA,0,0,1
"CPV",2004,0,0,NA,0,0,1
"CPV",2005,0,0,NA,0,0,1
"CPV",2006,0,0,NA,0,0,1
"CPV",2007,0,0,NA,0,0,1
"CPV",2008,0,0,NA,0,0,1
"CPV",2009,0,0,NA,0,0,1
"CPV",2010,0,0,NA,0,0,1
"CPV",2011,0,0,NA,0,0,1
"CPV",2012,0,0,NA,0,0,1
"CPV",2013,0,0,NA,0,0,1
"CPV",2014,0,0,NA,0,0,1
"CPV",2015,0,0,NA,0,0,1
"CPV",2016,0,0,NA,0,0,1
"CPV",2017,0,0,NA,0,0,1
"CPV",2018,0,0,NA,0,0,1
"CPV",2019,0,0,NA,0,0,1
"CRI",2000,0,0,NA,0,0,1
"CRI",2001,0,0,NA,0,0,1
"CRI",2002,0,0,NA,0,0,1
"CRI",2003,0,0,NA,0,0,1
"CRI",2004,0,0,NA,0,0,1
"CRI",2005,0,0,NA,0,0,1
"CRI",2006,0,0,NA,0,0,1
"CRI",2007,0,0,NA,0,0,1
"CRI",2008,0,0,NA,0,0,1
"CRI",2009,0,0,NA,0,0,1
"CRI",2010,0,0,NA,0,0,1
"CRI",2011,0,0,NA,0,0,1
"CRI",2012,0,0,NA,0,0,1
"CRI",2013,0,0,NA,0,0,1
"CRI",2014,0,0,NA,0,0,1
"CRI",2015,0,0,NA,0,0,1
"CRI",2016,0,0,NA,0,0,1
"CRI",2017,0,0,NA,0,0,1
"CRI",2018,0,0,NA,0,0,1
"CRI",2019,0,0,NA,0,0,1
"CUB",2000,0,0,NA,0,0,1
"CUB",2001,0,0,NA,0,0,1
"CUB",2002,0,0,NA,0,0,1
"CUB",2003,0,0,NA,0,0,1
"CUB",2004,0,0,NA,0,0,1
"CUB",2005,0,0,NA,0,0,1
"CUB",2006,0,0,NA,0,0,1
"CUB",2007,0,0,NA,0,0,1
"CUB",2008,0,0,NA,0,0,1
"CUB",2009,0,0,NA,0,0,1
"CUB",2010,0,0,NA,0,0,1
"CUB",2011,0,0,NA,0,0,1
"CUB",2012,0,0,NA,0,0,1
"CUB",2013,0,0,NA,0,0,1
"CUB",2014,0,0,NA,0,0,1
"CUB",2015,0,0,NA,0,0,1
"CUB",2016,0,0,NA,0,0,1
"CUB",2017,0,0,NA,0,0,1
"CUB",2018,0,0,NA,0,0,1
"CUB",2019,0,0,NA,0,0,1
"CYP",2000,0,0,NA,0,0,1
"CYP",2001,0,0,NA,0,0,1
"CYP",2002,0,0,NA,0,0,1
"CYP",2003,0,0,NA,0,0,1
"CYP",2004,0,0,NA,0,0,1
"CYP",2005,0,0,NA,0,0,1
"CYP",2006,0,0,NA,0,0,1
"CYP",2007,0,0,NA,0,0,1
"CYP",2008,0,0,NA,0,0,1
"CYP",2009,0,0,NA,0,0,1
"CYP",2010,0,0,NA,0,0,1
"CYP",2011,0,0,NA,0,0,1
"CYP",2012,0,0,NA,0,0,1
"CYP",2013,0,0,NA,0,0,1
"CYP",2014,0,0,NA,0,0,1
"CYP",2015,0,0,NA,0,0,1
"CYP",2016,0,0,NA,0,0,1
"CYP",2017,0,0,NA,0,0,1
"CYP",2018,0,0,NA,0,0,1
"CYP",2019,0,0,NA,0,0,1
"CZE",2000,0,0,NA,0,0,1
"CZE",2001,0,0,NA,0,0,1
"CZE",2002,0,0,NA,0,0,1
"CZE",2003,0,0,NA,0,0,1
"CZE",2004,0,0,NA,0,0,1
"CZE",2005,0,0,NA,0,0,1
"CZE",2006,0,0,NA,0,0,1
"CZE",2007,0,0,NA,0,0,1
"CZE",2008,0,0,NA,0,0,1
"CZE",2009,0,0,NA,0,0,1
"CZE",2010,0,0,NA,0,0,1
"CZE",2011,0,0,NA,0,0,1
"CZE",2012,0,0,NA,0,0,1
"CZE",2013,0,0,NA,0,0,1
"CZE",2014,0,0,NA,0,0,1
"CZE",2015,0,0,NA,0,0,1
"CZE",2016,0,0,NA,0,0,1
"CZE",2017,0,0,NA,0,0,1
"CZE",2018,0,0,NA,0,0,1
"CZE",2019,0,0,NA,0,0,1
"DEU",2000,0,0,NA,0,0,1
"DEU",2001,0,0,NA,0,0,1
"DEU",2002,0,0,NA,0,0,1
"DEU",2003,0,0,NA,0,0,1
"DEU",2004,0,0,NA,0,0,1
"DEU",2005,0,0,NA,0,0,1
"DEU",2006,0,0,NA,0,0,1
"DEU",2007,0,0,NA,0,0,1
"DEU",2008,0,0,NA,0,0,1
"DEU",2009,0,0,NA,0,0,1
"DEU",2010,0,0,NA,0,0,1
"DEU",2011,0,0,NA,0,0,1
"DEU",2012,0,0,NA,0,0,1
"DEU",2013,0,0,NA,0,0,1
"DEU",2014,0,0,NA,0,0,1
"DEU",2015,0,0,NA,0,0,1
"DEU",2016,0,0,NA,0,0,1
"DEU",2018,0,0,NA,0,0,1
"DEU",2019,0,0,NA,0,0,1
"DJI",2001,0,0,NA,0,0,1
"DJI",2002,0,0,NA,0,0,1
"DJI",2003,0,0,NA,0,0,1
"DJI",2004,0,0,NA,0,0,1
"DJI",2005,0,0,NA,0,0,1
"DJI",2006,0,0,NA,0,0,1
"DJI",2007,0,0,NA,0,0,1
"DJI",2008,0,0,NA,0,0,1
"DJI",2010,0,0,NA,0,0,1
"DJI",2011,0,0,NA,0,0,1
"DJI",2012,0,0,NA,0,0,1
"DJI",2013,0,0,NA,0,0,1
"DJI",2014,0,0,NA,0,0,1
"DJI",2016,0,0,NA,0,0,1
"DJI",2017,0,0,NA,0,0,1
"DJI",2018,0,0,NA,0,0,1
"DMA",2000,0,0,NA,0,0,1
"DMA",2001,0,0,NA,0,0,1
"DMA",2002,0,0,NA,0,0,1
"DMA",2003,0,0,NA,0,0,1
"DMA",2004,0,0,NA,0,0,1
"DMA",2005,0,0,NA,0,0,1
"DMA",2006,0,0,NA,0,0,1
"DMA",2007,0,0,NA,0,0,1
"DMA",2008,0,0,NA,0,0,1
"DMA",2009,0,0,NA,0,0,1
"DMA",2010,0,0,NA,0,0,1
"DMA",2011,0,0,NA,0,0,1
"DMA",2012,0,0,NA,0,0,1
"DMA",2013,0,0,NA,0,0,1
"DMA",2014,0,0,NA,0,0,1
"DMA",2015,0,0,NA,0,0,1
"DMA",2016,0,0,NA,0,0,1
"DMA",2017,0,0,NA,0,0,1
"DMA",2018,0,0,NA,0,0,1
"DMA",2019,0,0,NA,0,0,1
"DNK",2000,0,0,NA,0,0,1
"DNK",2001,0,0,NA,0,0,1
"DNK",2002,0,0,NA,0,0,1
"DNK",2003,0,0,NA,0,0,1
"DNK",2004,0,0,NA,0,0,1
"DNK",2005,0,0,NA,0,0,1
"DNK",2006,0,0,NA,0,0,1
"DNK",2007,0,0,NA,0,0,1
"DNK",2008,0,0,NA,0,0,1
"DNK",2009,0,0,NA,0,0,1
"DNK",2010,0,0,NA,0,0,1
"DNK",2011,0,0,NA,0,0,1
"DNK",2012,0,0,NA,0,0,1
"DNK",2013,0,0,NA,0,0,1
"DNK",2014,0,0,NA,0,0,1
"DNK",2015,0,0,NA,0,0,1
"DNK",2016,0,0,NA,0,0,1
"DNK",2017,0,0,NA,0,0,1
"DNK",2018,0,0,NA,0,0,1
"DNK",2019,0,0,NA,0,0,1
"DOM",2000,0,0,NA,0,0,1
"DOM",2001,0,0,NA,0,0,1
"DOM",2002,0,0,NA,0,0,1
"DOM",2003,0,0,NA,0,0,1
"DOM",2004,0,0,NA,0,0,1
"DOM",2005,0,0,NA,0,0,1
"DOM",2006,0,0,NA,0,0,1
"DOM",2007,0,0,NA,0,0,1
"DOM",2008,0,0,NA,0,0,1
"DOM",2009,0,0,NA,0,0,1
"DOM",2010,0,0,NA,0,0,1
"DOM",2011,0,0,NA,0,0,1
"DOM",2012,0,0,NA,0,0,1
"DOM",2013,0,0,NA,0,0,1
"DOM",2014,0,0,NA,0,0,1
"DOM",2015,0,0,NA,0,0,1
"DOM",2016,0,0,NA,0,0,1
"DOM",2017,0,0,NA,0,0,1
"DOM",2018,0,0,NA,0,0,1
"DOM",2019,0,0,NA,0,0,1
"ECU",2000,0,0,NA,0,0,1
"ECU",2001,0,0,NA,0,0,1
"ECU",2003,0,0,NA,0,0,1
"ECU",2005,0,0,NA,0,0,1
"ECU",2006,0,0,NA,0,0,1
"ECU",2007,0,0,NA,0,0,1
"ECU",2008,0,0,NA,0,0,1
"ECU",2010,0,0,NA,0,0,1
"ECU",2011,0,0,NA,0,0,1
"ECU",2012,0,0,NA,0,0,1
"ECU",2013,0,0,NA,0,0,1
"ECU",2014,0,0,NA,0,0,1
"ECU",2015,0,0,NA,0,0,1
"ECU",2016,0,0,NA,0,0,1
"ECU",2017,0,0,NA,0,0,1
"ECU",2018,0,0,NA,0,0,1
"ECU",2019,0,0,NA,0,0,1
"EGY",2002,0,0,NA,0,0,1
"EGY",2003,0,0,NA,0,0,1
"EGY",2004,0,0,NA,0,0,1
"EGY",2008,0,0,NA,0,0,1
"ERI",2002,0,0,NA,0,0,1
"ERI",2003,0,0,NA,0,0,1
"ERI",2005,0,0,NA,0,0,1
"ERI",2006,0,0,NA,0,0,1
"ERI",2007,0,0,NA,0,0,1
"ERI",2008,0,0,NA,0,0,1
"ERI",2009,0,0,NA,0,0,1
"ERI",2010,0,0,NA,0,0,1
"ERI",2011,0,0,NA,0,0,1
"ERI",2012,0,0,NA,0,0,1
"ERI",2013,0,0,NA,0,0,1
"ERI",2014,0,0,NA,0,0,1
"ERI",2015,0,0,NA,0,0,1
"ERI",2016,0,0,NA,0,0,1
"ERI",2018,0,0,NA,0,0,1
"ERI",2019,0,0,NA,0,0,1
"ESP",2000,0,0,NA,0,0,1
"ESP",2006,0,0,NA,0,0,1
"ESP",2007,0,0,NA,0,0,1
"ESP",2008,0,0,NA,0,0,1
"ESP",2011,0,0,NA,0,0,1
"ESP",2013,0,0,NA,0,0,1
"ESP",2014,0,0,NA,0,0,1
"ESP",2015,0,0,NA,0,0,1
"ESP",2016,0,0,NA,0,0,1
"ESP",2017,0,0,NA,0,0,1
"ESP",2019,0,0,NA,0,0,1
"EST",2000,0,0,NA,0,0,1
"EST",2001,0,0,NA,0,0,1
"EST",2002,0,0,NA,0,0,1
"EST",2003,0,0,NA,0,0,1
"EST",2004,0,0,NA,0,0,1
"EST",2005,0,0,NA,0,0,1
"EST",2006,0,0,NA,0,0,1
"EST",2007,0,0,NA,0,0,1
"EST",2008,0,0,NA,0,0,1
"EST",2009,0,0,NA,0,0,1
"EST",2010,0,0,NA,0,0,1
"EST",2011,0,0,NA,0,0,1
"EST",2012,0,0,NA,0,0,1
"EST",2013,0,0,NA,0,0,1
"EST",2014,0,0,NA,0,0,1
"EST",2015,0,0,NA,0,0,1
"EST",2016,0,0,NA,0,0,1
"EST",2017,0,0,NA,0,0,1
"EST",2018,0,0,NA,0,0,1
"EST",2019,0,0,NA,0,0,1
"FIN",2000,0,0,NA,0,0,1
"FIN",2001,0,0,NA,0,0,1
"FIN",2002,0,0,NA,0,0,1
"FIN",2003,0,0,NA,0,0,1
"FIN",2004,0,0,NA,0,0,1
"FIN",2005,0,0,NA,0,0,1
"FIN",2006,0,0,NA,0,0,1
"FIN",2007,0,0,NA,0,0,1
"FIN",2008,0,0,NA,0,0,1
"FIN",2009,0,0,NA,0,0,1
"FIN",2010,0,0,NA,0,0,1
"FIN",2011,0,0,NA,0,0,1
"FIN",2012,0,0,NA,0,0,1
"FIN",2013,0,0,NA,0,0,1
"FIN",2014,0,0,NA,0,0,1
"FIN",2015,0,0,NA,0,0,1
"FIN",2016,0,0,NA,0,0,1
"FIN",2017,0,0,NA,0,0,1
"FIN",2018,0,0,NA,0,0,1
"FIN",2019,0,0,NA,0,0,1
"FJI",2000,0,0,NA,0,0,1
"FJI",2001,0,0,NA,0,0,1
"FJI",2002,0,0,NA,0,0,1
"FJI",2003,0,0,NA,0,0,1
"FJI",2004,0,0,NA,0,0,1
"FJI",2005,0,0,NA,0,0,1
"FJI",2006,0,0,NA,0,0,1
"FJI",2007,0,0,NA,0,0,1
"FJI",2008,0,0,NA,0,0,1
"FJI",2009,0,0,NA,0,0,1
"FJI",2010,0,0,NA,0,0,1
"FJI",2011,0,0,NA,0,0,1
"FJI",2012,0,0,NA,0,0,1
"FJI",2013,0,0,NA,0,0,1
"FJI",2014,0,0,NA,0,0,1
"FJI",2015,0,0,NA,0,0,1
"FJI",2016,0,0,NA,0,0,1
"FJI",2017,0,0,NA,0,0,1
"FJI",2018,0,0,NA,0,0,1
"FJI",2019,0,0,NA,0,0,1
"FRA",2000,0,0,NA,0,0,1
"FRA",2001,0,0,NA,0,0,1
"FRA",2002,0,0,NA,0,0,1
"FRA",2003,0,0,NA,0,0,1
"FRA",2004,0,0,NA,0,0,1
"FRA",2005,0,0,NA,0,0,1
"FRA",2006,0,0,NA,0,0,1
"FRA",2007,0,0,NA,0,0,1
"FRA",2009,0,0,NA,0,0,1
"FRA",2010,0,0,NA,0,0,1
"FRA",2011,0,0,NA,0,0,1
"FRA",2012,0,0,NA,0,0,1
"FRA",2014,0,0,NA,0,0,1
"FRA",2015,0,0,NA,0,0,1
"FSM",2000,0,0,NA,0,0,1
"FSM",2001,0,0,NA,0,0,1
"FSM",2002,0,0,NA,0,0,1
"FSM",2003,0,0,NA,0,0,1
"FSM",2004,0,0,NA,0,0,1
"FSM",2005,0,0,NA,0,0,1
"FSM",2006,0,0,NA,0,0,1
"FSM",2007,0,0,NA,0,0,1
"FSM",2008,0,0,NA,0,0,1
"FSM",2009,0,0,NA,0,0,1
"FSM",2010,0,0,NA,0,0,1
"FSM",2011,0,0,NA,0,0,1
"FSM",2012,0,0,NA,0,0,1
"FSM",2013,0,0,NA,0,0,1
"FSM",2014,0,0,NA,0,0,1
"FSM",2015,0,0,NA,0,0,1
"FSM",2016,0,0,NA,0,0,1
"FSM",2017,0,0,NA,0,0,1
"FSM",2018,0,0,NA,0,0,1
"FSM",2019,0,0,NA,0,0,1
"GAB",2000,0,0,NA,0,0,1
"GAB",2001,0,0,NA,0,0,1
"GAB",2002,0,0,NA,0,0,1
"GAB",2003,0,0,NA,0,0,1
"GAB",2004,0,0,NA,0,0,1
"GAB",2005,0,0,NA,0,0,1
"GAB",2006,0,0,NA,0,0,1
"GAB",2007,0,0,NA,0,0,1
"GAB",2008,0,0,NA,0,0,1
"GAB",2009,0,0,NA,0,0,1
"GAB",2010,0,0,NA,0,0,1
"GAB",2011,0,0,NA,0,0,1
"GAB",2012,0,0,NA,0,0,1
"GAB",2013,0,0,NA,0,0,1
"GAB",2014,0,0,NA,0,0,1
"GAB",2015,0,0,NA,0,0,1
"GAB",2016,0,0,NA,0,0,1
"GAB",2017,0,0,NA,0,0,1
"GAB",2018,0,0,NA,0,0,1
"GAB",2019,0,0,NA,0,0,1
"GBR",2000,0,0,NA,0,0,1
"GBR",2007,0,0,NA,0,0,1
"GBR",2008,0,0,NA,0,0,1
"GBR",2009,0,0,NA,0,0,1
"GBR",2011,0,0,NA,0,0,1
"GBR",2013,0,0,NA,0,0,1
"GBR",2014,0,0,NA,0,0,1
"GBR",2015,0,0,NA,0,0,1
"GBR",2016,0,0,NA,0,0,1
"GBR",2017,0,0,NA,0,0,1
"GBR",2018,0,0,NA,0,0,1
"GBR",2019,0,0,NA,0,0,1
"GEO",2000,0,0,NA,0,0,1
"GEO",2001,0,0,NA,0,0,1
"GEO",2002,0,0,NA,0,0,1
"GEO",2003,0,0,NA,0,0,1
"GEO",2004,0,0,NA,0,0,1
"GEO",2006,0,0,NA,0,0,1
"GEO",2007,0,0,NA,0,0,1
"GEO",2008,0,0,NA,0,0,1
"GEO",2010,0,0,NA,0,0,1
"GEO",2012,0,0,NA,0,0,1
"GEO",2013,0,0,NA,0,0,1
"GEO",2014,0,0,NA,0,0,1
"GEO",2015,0,0,NA,0,0,1
"GEO",2016,0,0,NA,0,0,1
"GEO",2017,0,0,NA,0,0,1
"GEO",2018,0,0,NA,0,0,1
"GEO",2019,0,0,NA,0,0,1
"GHA",2000,0,0,NA,0,0,1
"GHA",2004,0,0,NA,0,0,1
"GHA",2005,0,0,NA,0,0,1
"GHA",2006,0,0,NA,0,0,1
"GHA",2007,0,0,NA,0,0,1
"GHA",2008,0,0,NA,0,0,1
"GHA",2012,0,0,NA,0,0,1
"GHA",2013,0,0,NA,0,0,1
"GHA",2014,0,0,NA,0,0,1
"GHA",2015,0,0,NA,0,0,1
"GHA",2016,0,0,NA,0,0,1
"GHA",2017,0,0,NA,0,0,1
"GHA",2018,0,0,NA,0,0,1
"GHA",2019,0,0,NA,0,0,1
"GIN",2003,0,0,NA,0,0,1
"GIN",2004,0,0,NA,0,0,1
"GIN",2005,0,0,NA,0,0,1
"GIN",2009,0,0,NA,0,0,1
"GIN",2015,0,0,NA,0,0,1
"GIN",2017,0,0,NA,0,0,1
"GIN",2018,0,0,NA,0,0,1
"GIN",2019,0,0,NA,0,0,1
"GMB",2000,0,0,NA,0,0,1
"GMB",2001,0,0,NA,0,0,1
"GMB",2002,0,0,NA,0,0,1
"GMB",2003,0,0,NA,0,0,1
"GMB",2004,0,0,NA,0,0,1
"GMB",2007,0,0,NA,0,0,1
"GMB",2008,0,0,NA,0,0,1
"GMB",2009,0,0,NA,0,0,1
"GMB",2010,0,0,NA,0,0,1
"GMB",2011,0,0,NA,0,0,1
"GMB",2012,0,0,NA,0,0,1
"GMB",2014,0,0,NA,0,0,1
"GMB",2015,0,0,NA,0,0,1
"GMB",2016,0,0,NA,0,0,1
"GMB",2017,0,0,NA,0,0,1
"GMB",2018,0,0,NA,0,0,1
"GMB",2019,0,0,NA,0,0,1
"GNB",2001,0,0,NA,0,0,1
"GNB",2002,0,0,NA,0,0,1
"GNB",2003,0,0,NA,0,0,1
"GNB",2004,0,0,NA,0,0,1
"GNB",2005,0,0,NA,0,0,1
"GNB",2006,0,0,NA,0,0,1
"GNB",2007,0,0,NA,0,0,1
"GNB",2008,0,0,NA,0,0,1
"GNB",2009,0,0,NA,0,0,1
"GNB",2010,0,0,NA,0,0,1
"GNB",2011,0,0,NA,0,0,1
"GNB",2012,0,0,NA,0,0,1
"GNB",2013,0,0,NA,0,0,1
"GNB",2014,0,0,NA,0,0,1
"GNB",2015,0,0,NA,0,0,1
"GNB",2016,0,0,NA,0,0,1
"GNB",2017,0,0,NA,0,0,1
"GNB",2018,0,0,NA,0,0,1
"GNB",2019,0,0,NA,0,0,1
"GNQ",2000,0,0,NA,0,0,1
"GNQ",2001,0,0,NA,0,0,1
"GNQ",2002,0,0,NA,0,0,1
"GNQ",2003,0,0,NA,0,0,1
"GNQ",2004,0,0,NA,0,0,1
"GNQ",2005,0,0,NA,0,0,1
"GNQ",2006,0,0,NA,0,0,1
"GNQ",2007,0,0,NA,0,0,1
"GNQ",2008,0,0,NA,0,0,1
